filename,chroma_freq,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,dbfs,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
023._Giveon_-_Heartbreak_Anniversary.wav,0.34062474966049194,0.11718137301153456,2042.031951070662,2291.9996434660065,4308.730178984228,0.08396363629660217,-13.955047603933878,-118.26090240478516,99.66354370117188,-4.1349101066589355,16.321083068847656,5.798136234283447,7.3445634841918945,-6.767021656036377,3.669400453567505,-10.682221412658691,-1.4818414449691772,-4.0929179191589355,3.097391128540039,-9.153783798217773,1.267640471458435,-6.312653541564941,-1.4149433374404907,-10.250503540039062,-4.6161017417907715,-5.514379978179932,-2.1740169525146484,R&B_-_Soul
18._Ella_Mai_-_Trip.wav,0.3488536477088928,0.14540368534747258,2203.995935942622,2450.779447925242,4829.338335990906,0.08216714859008789,-15.010539006196588,-102.03142547607422,95.2001953125,21.243732452392578,26.22201156616211,7.366034507751465,-1.2188544273376465,3.8314449787139893,-2.531569480895996,-2.937199354171753,2.8513264656066895,1.017616868019104,1.349277377128601,-11.8497953414917,3.408370018005371,-6.952625274658203,-1.792827844619751,-0.17327216267585754,5.001058578491211,-2.2514991760253906,4.340036392211914,R&B_-_Soul
020._The_Weeknd_-_Save_Your_Tears.wav,0.3779444694519043,0.17955390235420593,2094.2577166661363,2368.9255148103216,4617.929543439418,0.08062155937062561,-9.922517956120544,-43.36185836791992,99.2812271118164,2.922610282897949,31.175853729248047,6.09384822845459,14.666351318359375,-2.3023929595947266,6.581851005554199,-10.01354694366455,11.259079933166504,1.0828253030776978,6.7019147872924805,-2.1082725524902344,6.432894229888916,-3.7538137435913086,3.354818105697632,-1.4664433002471924,2.442169666290283,-2.8514833450317383,9.567614555358887,R&B_-_Soul
03._The_Weeknd_-_Can't_Feel_My_Face.wav,0.37096264958381653,0.15403380126239455,2306.0850798660267,2589.1604719233887,5146.137601725699,0.08566247047283837,-15.031458069281259,-66.71068572998047,91.08847045898438,16.72503089904785,20.178348541259766,5.526400089263916,10.81981086730957,2.9855589866638184,11.203709602355957,-1.7845295667648315,9.769288063049316,-0.2428627908229828,3.4901885986328125,-3.838770866394043,6.861713409423828,-1.7775578498840332,5.17189884185791,-2.1345086097717285,1.6419402360916138,-6.0346360206604,2.1999099254608154,R&B_-_Soul
05_-_Pride_And_Joy_(Live).wav,0.3659103512763977,0.14884576508630165,1980.0012835470293,2143.5095759746714,4017.997067988734,0.08914499367935752,-12.252629337549287,-27.871849060058594,108.02703857421875,-22.5811824798584,17.781396865844727,-5.302525520324707,11.193544387817383,-4.039734363555908,7.351844310760498,-2.8097801208496094,8.12502384185791,-4.577422618865967,2.6822762489318848,-4.146542549133301,-0.6760131120681763,-6.102397441864014,-2.7051610946655273,-7.433685302734375,0.3950367867946625,-9.30812931060791,-1.8034001588821411,R&B_-_Soul
004._The_Weeknd_-_Blinding_Lights.wav,0.4221816658973694,0.17589674524664695,2232.083293669145,2405.007973837694,4816.103564929165,0.08314031036008589,-11.332917780538134,-50.52999496459961,87.99714660644531,7.8487091064453125,37.24552917480469,2.428165912628174,16.542251586914062,4.458809852600098,10.976224899291992,0.2933849096298218,15.88958740234375,4.785706043243408,9.639884948730469,0.6574150323867798,6.193490028381348,-4.924621105194092,2.1721436977386475,-1.281041145324707,5.806079864501953,-0.06729573756456375,7.070289134979248,R&B_-_Soul
5._Had_It_Not_Been_for_You.wav,0.36257895827293396,0.0949868567853147,2034.3533378778418,2298.066543486993,4375.063309779402,0.08587743096535684,-16.769642413299188,-134.68089294433594,95.44407653808594,-2.84304141998291,32.29953384399414,12.96367359161377,11.165216445922852,2.1540989875793457,14.88015365600586,2.777604341506958,5.247678279876709,-2.9641101360321045,1.4485055208206177,-4.907864570617676,-3.44284725189209,-6.2725677490234375,0.7233076095581055,-6.808461666107178,2.822948455810547,-0.567524254322052,0.45298582315444946,R&B_-_Soul
8._Keep_Your_Love_Around.wav,0.43397465348243713,0.11999798434038152,2392.3367686674446,2507.482794995052,5082.462694096289,0.107737675355576,-13.793987072233802,-52.923057556152344,89.1766357421875,-11.02200698852539,19.88697052001953,7.810582160949707,8.584281921386719,1.4568411111831665,3.1901779174804688,-1.539987564086914,5.505697727203369,-2.5368752479553223,5.00439453125,-1.791139841079712,1.6819560527801514,-6.5355916023254395,1.2508823871612549,-9.60832405090332,-1.3683511018753052,-6.789597511291504,-2.464214563369751,R&B_-_Soul
01_-_Intro.wav,0.41422557830810547,0.05854370532403567,1761.635740864971,2003.5387268823715,3821.946422533868,0.06592094882790826,-20.660102860829053,-218.2672882080078,118.26837921142578,0.4514395296573639,12.334872245788574,13.391263961791992,5.003327369689941,12.075493812561035,1.6535977125167847,5.046145915985107,10.487496376037598,-0.529765248298645,13.883809089660645,2.2221715450286865,5.576945781707764,-1.8880162239074707,-0.909605860710144,-2.9445087909698486,0.7007216811180115,-5.470120429992676,2.9341018199920654,R&B_-_Soul
9._Lay_It_On_Me.wav,0.3961505889892578,0.1030596309340107,2076.7049763669233,2228.7869297233083,4308.458108258394,0.10349531115198428,-15.001589093361387,-112.34211730957031,101.50190734863281,-6.8103814125061035,30.14486312866211,6.9306159019470215,8.647787094116211,-6.594603538513184,14.195697784423828,3.923677921295166,5.407047271728516,-2.672234535217285,4.484384059906006,2.7039742469787598,-2.9337894916534424,-3.606407880783081,1.9981499910354614,-10.195730209350586,-0.5642014741897583,-5.197593688964844,-3.075434684753418,R&B_-_Soul
06._Throw_It_Away.wav,0.40233534574508667,0.13444902797610303,1241.0252541232064,1965.052097029059,2621.761501395964,0.03554813597411927,-13.036594293788044,-216.7226104736328,120.21997833251953,49.07655715942383,34.516361236572266,21.823827743530273,9.691558837890625,10.036771774291992,7.714642524719238,3.774273157119751,7.5608720779418945,-2.00575852394104,6.138411045074463,-1.4091424942016602,3.1431519985198975,-1.133984923362732,1.9304131269454956,-0.8758341670036316,2.2343223094940186,2.646195411682129,5.583743095397949,R&B_-_Soul
